astronautics and aeronautics :4258
operations donald k :6
operations center esoc :6
operations center at :6
operations at ksc :6
operational weather system :6
operational support of :6
operational in the :6
operation of nasa :6
operate out to :6
opened to the :6
open ones verified :6
onter space description :6
only when the :6
only to the :6
ones verified where :6
one year to :6
one that would :6
one side of :6
one on the :6
one hour after :6
one day later :6
one and one :6
onboard propulsion system :6
on which to :6
on viking 1 :6
on variation of :6
on usussr space :6
on to say :6
on to saturn :6
on titan iiibagena :6
on time and :6
on these problems :6
on the total :6
on the system :6
on the surfaces :6
on the success :6
on the station :6
on the shoulders :6
on the question :6
on the proposal :6
on the plane :6
on the one :6
on the need :6
on the natural :6
on the most :6
on the main :6
on the equator :6
on the end :6
on the eighth :6
on the best :6
on the average :6
on the atmosphere :6
on the atlas :6
on the astronauts :6
on the assumption :6
on the air :6
on the aft :6
on temperature pressure :6
on sts mission :6
on spaceship earth :6
on space sciences :6
on space exploration :6
on schedule in :6
on satellite communications :6
on president nixons :6
on planet venus :6
on pioneer 10 :6
on moon would :6
on moon was :6
on may 22 :6
on mars had :6
on march 31 :6
on june 8 :6
on june 6 :6
on june 4 :6
on july 26 :6
on july 21 :6
on july 1 :6
on its pad :6
on its axis :6
on interstate and :6
on international cooperation :6
on floor of :6
on erts 1 :6
on effect of :6
on earth were :6
on both sides :6
on board to :6
on board recovery :6
on board orbiting :6
on board luna :6
on back contamination :6
on august 12 :6
on atmospheric parameters :6
on apollo 9 :6
on apollo 8 :6
on apollo 17 :6
on an international :6
on all manned :6
on a worldwide :6
on a us :6
on a twostage :6
on a test :6
on a small :6
on a satellite :6
on a number :6
on a mission :6
on a broad :6
on a ballistic :6
oklahoma city okla :6
ofo orbiting frog :6
officials of nasa :6
officials in washington :6
off • dr :6
off the moon :6
off moon at :6
off from a :6
off essa release :6
of young scientists :6
of winds and :6
of which will :6
of what the :6
of western union :6
of west germanys :6
of weights and :6
of weather satellites :6
of weather satellite :6
of weather and :6
of weapon systems :6
of washington dc :6
of very large :6
of venus by :6
of using the :6
of using a :6
of use of :6
of us who :6
of us geological :6
of us astronauts :6
of upper atmos :6
of ultraviolet light :6
of uks jodrell :6
of two of :6
of two communications :6
of transportation dot :6
of time to :6
of thrust at :6
of three years :6
of three sounding :6
of those polled :6
of this sum :6
of this planet :6
of this date :6
of this amount :6
of the worldwide :6
of the workshop :6
of the western :6
of the weather :6
of the water :6
of the value :6
of the uss :6
of the treaty :6
of the thermal :6
of the theory :6
of the technological :6
of the supreme :6
of the standard :6
of the russian :6
of the republic :6
of the reports :6
of the report :6
of the recent :6
of the radiation :6
of the prototype :6
of the probe :6
of the planetary :6
of the pilots :6
of the photographs :6
of the passengers :6
of the nozzle :6
of the newly :6
of the need :6
of the natural :6
of the mol :6
of the max :6
of the low :6
of the launches :6
of the late :6
of the langley :6
of the laboratory :6
of the jsc :6
of the important :6
of the funds :6
of the fundamental :6
of the foreign :6
of the federation :6
of the eye :6
of the engineering :6
of the effort :6
of the economy :6
of the economic :6
of the eclipse :6
of the domestic :6
of the difficulties :6
of the crews :6
of the convention :6
of the components :6
of the complete :6
of the command :6
of the combined :6
of the celestial :6
of the building :6
of the brain :6
of the award :6
of the atm :6
of the astronomical :6
of the association :6
of the areas :6
of the application :6
of the aiaa :6
of the agencys :6
of the age :6
of the 30 :6
of the 15 :6
of the 10 :6
of tests in :6
of test was :6
of test flights :6
of temperature and :6
of technology astronomy :6
of surveyor lander :6
of supersonic transports :6
of such systems :6
of subcommittee on :6
of study of :6
of strategic arms :6
of state univ :6
of standards and :6
of space would :6
of space vehicle :6
of space tracking :6
of space satellites :6
of space programs :6
of space in :6
of space has :6
of soyuz ix :6
of soviet spacecraft :6
of soviet scientists :6
of southern calif :6
of solar winds :6
of solar heating :6
of solar disc :6
of sodium vapor :6
of socialist labor :6
of seven spacecraft :6
of service to :6
of scientific satellites :6
of sciencesnational research :6
of sciences for :6
of science policy :6
of saturn launch :6
of satellite and :6
of rocket engines :6
of rocket engine :6
of rock and :6
of research projects :6
of research at :6
of reliability and :6
of ranger vii :6
of radio and :6
of quality control :6
of pure oxygen :6
of professional engineers :6
of primary interest :6
of president kennedy :6
of power for :6
of plants and :6
of plans to :6
of planets and :6
of our time :6
of other types :6
of other countries :6
of orbital stations :6
of operation in :6
of nuclear test :6
of nuclear nonproliferation :6
of northrop corp :6
of north and :6
of new materials :6
of new manned :6
of new facilities :6
of new aircraft :6
of nearearth space :6
of national space :6
of national oceanic :6
of nasas mariner :6
of nasa names :6
of nasa historical :6
of moons surface :6
of minnesota experiment :6
of michoud assembly :6
of michigan payload :6
of meteorological satellites :6
of merit for :6
of mercury and :6
of men in :6
of meeting the :6
of medical programs :6
of martin marietta :6
of martian atmosphere :6
of mars taken :6
of mars in :6
of many nations :6
of manned spaceflight :6
of manned exploration :6
of man to :6
of lunar terrain :6
of lunar excursion :6
of light was :6
of launch was :6
of launch and :6
of large space :6
of kenya africa :6
of joint chiefs :6
of its most :6
of institute of :6
of information to :6
of human beings :6
of his own :6
of highenergy particles :6
of grants and :6
of governors had :6
of government service :6
of government employees :6
of geostationary operational :6
of funds between :6
of funds agreement :6
of funding for :6
of fra mauro :6
of four in :6
of flight tests :6
of flight in :6
of first flight :6
of federal support :6
of experiment was :6
of existence of :6
of european space :6
of engineers and :6
of engineering education :6
of energy doe :6
of effect of :6
of echo i :6
of dr glenn :6
of dr charles :6
of dollars to :6
of defense william :6
of defense to :6
of data indicated :6
of data for :6
of course the :6
of cosmic dust :6
of contact with :6
of congress under :6
of congress and :6
of cone crater :6
of colorado payload :6
of colorado experiment :6
of colorado and :6
of color tv :6
of china to :6
of china prc :6
of chemical evolution :6
of building the :6
of building a :6
of budget cuts :6
of biotechnology and :6
of benefit to :6
of aviation week :6
of attitude control :6
of atomic hydrogen :6
of astronomy at :6
of astronauts virgil :6
of astronauts to :6
of arizona and :6
of arc and :6
of approach and :6
of apollo launch :6
of antiballistic missile :6
of an unmanned :6
of an orbiting :6
of an orbiter :6
of an apollo :6
of american science :6
of american institute :6
of america rca :6
of all systems :6
of all rocket :6
of all of :6
of all elements :6
of all americans :6
of air transportation :6
of aerospace medical :6
of advanced saturn :6
of about 300 :6
of about 15 :6
of a worldwide :6
of a study :6
of a science :6
of a proposed :6
of a planned :6
of a permanent :6
of a laser :6
of a hydrogen :6
of a heart :6
of a group :6
of a ground :6
of a crash :6
of a black :6
of a b52 :6
of a 3 :6
of 500 million :6
of 4 million :6
of 3298 billion :6
of 300 million :6
of 30 million :6
of 250 million :6
of 100 million :6
of 10 000 :6
of 1 to :6
of 1 million :6
october 1 astronautics :6
oct 75 1 :6
occur in the :6
obtained because of :6
observers to be :6
observatory was successfully :6
observatory solar physics :6
observatory puerto rico :6
observatory launched aug :6
observatory heao program :6
observations of solar :6
objects launched into :6
objectives of powered :6
objectives appeared to :6
objectives and had :6
objective provide telephone :6
objective launch into :6
oao 3 orbiting :6
number of locations :6
nuclear weapon testing :6
nuclear space propulsion :6
nuclear reactor was :6
nuclear radiation detection :6
nuclear power and :6
nuclear explosion in :6
nrl experiment to :6
now would be :6
now it is :6
november 5 nasa :6
november 19 nasa :6
november 18 the :6
nov 28 1965 :6
notes and technology :6
noted in the :6
not yet known :6
not yet be :6
not yet approved :6
not to enter :6
not take place :6
not on the :6
not more than :6
not know the :6
not intend to :6
not included in :6
not go into :6
not for the :6
not be met :6
not be done :6
not available nov :6
not available apr :6
norwegian council for :6
northrop space laboratories :6
north ray crater :6
norman f ness :6
no plans for :6
no need to :6
no need for :6
no loss of :6
no longer a :6
no evidence that :6
no 3 piloted :6
no 2 flown :6
nixon and soviet :6
nixon administration was :6
nippon electric co :6
nimbus meteorological satellite :6
nimbus ii meteorological :6
nikolay n rukavishnikov :6
next two decades :6
next logical step :6
next few weeks :6
newton n minow :6
news service reports :6
news release nasa :6
news editorial commented :6
news and world :6
newport news timesherald :6
new york worlds :6
new york in :6
new york herald :6
new york had :6
new york for :6
new york chicago :6
new ways to :6
new techniques for :6
new record for :6
new program of :6
new look at :6
new launch date :6
new knowledge of :6
new information about :6
new haven register :6
new family of :6
new era in :6
new and more :6
nerva nuclear rocket :6
negotiate a costplusawardfee :6
needs in the :6
needed to make :6
needed to carry :6
need not be :6
need for more :6
need for an :6
near the sun :6
near the equator :6
near lunar space :6
near barstow calif :6
navigation and communications :6
nations scientific and :6
nations committee on :6
nations and the :6
national sonic boom :6
national rocket club :6
national range division :6
national goal of :6
national committee on :6
national aviation system :6
national air museum :6
nation remarks stmi :6
nasas surveyor i :6
nasas research and :6
nasas project apollo :6
nasas oso 7 :6
nasas michoud assembly :6
nasas mariner v :6
nasas goddard space :6
nasas erts 1 :6
nasas ats i :6
nasa would supply :6
nasa would sponsor :6
nasa wkly ssr :6
nasa will be :6
nasa which had :6
nasa was established :6
nasa wanted to :6
nasa to use :6
nasa to provide :6
nasa to develop :6
nasa sp4302 1970 :6
nasa sp4202 1970 :6
nasa sp4101 1966 :6
nasa request of :6
nasa provided launch :6
nasa project would :6
nasa press conf :6
nasa plans to :6
nasa nasa release :6
nasa merritt island :6
nasa launches in :6
nasa launched from :6
nasa launched explorer :6
nasa in 1958 :6
nasa historical advisory :6
nasa had signed :6
nasa had said :6
nasa had made :6
nasa had invited :6
nasa had extended :6
nasa fy 1965 :6
nasa from kiruna :6
nasa for us :6
nasa for esro :6
nasa field centers :6
nasa earth resources :6
nasa decision to :6
nasa could not :6
nasa convair 990 :6
nasa contractors and :6
nasa communications network :6
nasa code site :6
nasa budget request :6
nasa believed the :6
nasa awarded contract :6
nasa astronauts to :6
nasa announced issuance :6
nasa anno oct :6
nasa anno jan :6
nasa and us :6
nasa and rca :6
nasa and nsf :6
nasa and naca :6
nasa and in :6
nasa aerobee 150a :6
nasa administrator testified :6
nas release • :6
named winner of :6
name general mission :6
nacional de tecnica :6
nacional de investigacion :6
n volkov and :6
n mex with :6
must be the :6
must be a :6
museum of science :6
museum of history :6
museum in washington :6
multichannel radio to :6
mueller associate administrator :6
much of its :6
msc space news :6
mrs helen t :6
move ahead with :6
mounted on top :6
mounted on outside :6
mountain view calif :6
most significant new :6
most probable cause :6
most important single :6
moscow world service :6
moscow news conference :6
more than tripled :6
more than that :6
more than 35 :6
more than 27 :6
more than 1600 :6
more than 1500 :6
more than 13 :6
more than 100000 :6
more information on :6
more difficult to :6
more data on :6
more accurate than :6
moons surface in :6
moons of jupiter :6
moon of jupiter :6
moon in csm :6
moon in 1968 :6
moon from the :6
moon as a :6
moon and to :6
moon and nearlunar :6
moon and for :6
montgomery county md :6
money would be :6
money for the :6
molniya i comsats :6
model of an :6
mittee on science :6
mit lincoln laboratory :6
missions that may :6
missions that could :6
missions beginning in :6
mission would carry :6
mission which would :6
mission was first :6
mission to be :6
mission nasa release :6
mission lifetime requirements :6
mission in apollo :6
mission during which :6
mission could be :6
mission as a :6
missile would be :6
missile was successfully :6
missile was launched :6
missile systems and :6
missile range wtr :6
missile development center :6
missile center wsmc :6
mis sile range :6
minutes of the :6
minutes inclination in :6
minutes degrees st :6
minnesota experiment to :6
ministry of scientific :6
minister of supply :6
mineral resources and :6
min of data :6
min beginning at :6
millions of tv :6
million yrs ago :6
million on the :6
million miles of :6
million mi and :6
million km of :6
million in 1966 :6
million for nuclear :6
million for each :6
million for aircraft :6
million for advanced :6
million cut by :6
million bits of :6
million as proposed :6
military space programs :6
military communications satellites :6
military airlift command :6
military air transport :6
miles south of :6
miles a second :6
might be in :6
might be delayed :6
might account for :6
midnight local time :6
middle east and :6
midcourse motor retrorocket :6
midcourse correction was :6
microwave scanningbeam landing :6
michigan payload to :6
michigan experiment to :6
michael collins cm :6
mi perigee in :6
mi per sec :6
mi of earth :6
mi into space :6
mi had been :6
mi from recovery :6
mi from jupiter :6
mi and the :6
meteorological satellites for :6
meteorological satellites and :6
meteorological and communications :6
meteoroid detector had :6
mercury spacecraft launched :6
men on moon :6
men in the :6
members of committee :6
member of soviet :6
meeting of society :6
meeting of national :6
meeting of international :6
mechanical and electrical :6
measurements of atmospheric :6
measure winds and :6
measure was referred :6
measure pressure temperature :6
measure incident solar :6
measure electron and :6
measure cosmic radiation :6
mckay nasa to :6
may 5 1961 :6
may 30 and :6
may 2678 1 :6
may 26 nasa :6
may 15 nasa :6
may 14june 22 :6
matter in the :6
matter and antimatter :6
material to be :6
mastery of the :6
mass spectrometer and :6
martin marietta had :6
martin marietta and :6
mars would be :6
mars to be :6
mars taken by :6
mars in july :6
mars in 1971 :6
mars i was :6
mars by mariner :6
mars and other :6
mars 3 had :6
mars 2 had :6
marked increase in :6
marked first time :6
maritime communications satellite :6
marion power shovel :6
mariner iv would :6
mariner 9 would :6
marine science and :6
marietta corp to :6
margaret chase smith :6
march 7 astronautics :6
march 22 nasa :6
march 17 nasa :6
march 1 nasa :6
mar mar mar :6
mar 76 1 :6
many of which :6
many of these :6
manufacturer of the :6
manufacture of the :6
mans first landing :6
mans conquest of :6
mans capabilities in :6
manned space systems :6
manned space mission :6
manned space laboratory :6
manned space effort :6
manned planetary exploration :6
manned orbiting laboratories :6
manned operations in :6
manned missions to :6
manned missions program :6
manned lunar landings :6
manned gemini flight :6
manned flight—are listed :6
manned flight program :6
manned earth orbital :6
manned circumlunar flight :6
maneuverable aircraft technology :6
manager said the :6
manager of msc :6
manager for space :6
management as well :6
man the orbital :6
man could live :6
man as a :6
malfunction of a :6
making it possible :6
major step toward :6
major advances in :6
maj virgil i :6
maj peter c :6
maj gen ben :6
maintenance of the :6
maintenance and operations :6
main purpose of :6
main parachutes deployed :6
main engine had :6
magnetic field at :6
made use of :6
made the most :6
made of a :6
made more than :6
made by dr :6
m2f2 liftingbody vehicle :6
m z a :6
m jackson dwash :6
m 20 ft :6
m 10 ft :6
lunar surface see :6
lunar surface samples :6
lunar surface on :6
lunar surface material :6
lunar samples from :6
lunar material to :6
lunar landing at :6
lt col vladimir :6
lt col usaf :6
lt col michael :6
lower than the :6
lower than expected :6
lower atmosphere and :6
low enough to :6
lovell jr usn :6
louis w hill :6
lost in the :6
los angeles to :6
longer than planned :6
long periods in :6
long march 3 :6
long enough for :6
long as a :6
long and weighed :6
long 2 dia :6
log • nasa :6
lockheed missile and :6
lockheed aircraft corps :6
located at the :6
local scientific survey :6
lm was extracted :6
live television coverage :6
little was known :6
liquid rocket engines :6
liquid hydrogen in :6
liquid hydrogen fuel :6
linked with the :6
link in the :6
limits of the :6
like the first :6
like its predecessor :6
lifetime of the :6
life in the :6
level of effort :6
letter contract to :6
less than five :6
leonov and valery :6
leg of the :6
left csm for :6
lee b james :6
led to development :6
least one year :6
least five years :6
learning how to :6
learn how to :6
leap for mankind :6
leaks in the :6
leader in space :6
le bourget france :6
lbs of scientific :6
lbs and carried :6
layers of the :6
layer of the :6
layer of dust :6
lawrence radiation laboratory :6
law treaty see :6
launches in 1972 :6
launches from the :6
launched oct 18 :6
launched may 25 :6
launched june 28 :6
launched june 12 :6
launched into synchronous :6
launched into lunar :6
launched into elliptical :6
launched in december :6
launched in 1969 :6
launched from underground :6
launched from tyuratam :6
launched from palestine :6
launched from hammaguir :6
launched from b52 :6
launched by us :6
launched blue scout :6
launched aug 10 :6
launched april 19 :6
launched a satellite :6
launched 3 july :6
launched 22 jan :6
launched 15 dec :6
launch was scheduled :6
launch was postponed :6
launch vehicles would :6
launch vehicles such :6
launch vehicles in :6
launch vehicle the :6
launch vehicle procurement :6
launch to moon :6
launch the spacecraft :6
launch of saturn :6
launch into synchronous :6
launch in january :6
launch in intelsat :6
launch in 1986 :6
launch in 1983 :6
launch in 1981 :6
launch for the :6
launch date would :6
launch date rocket :6
launch and the :6
launch and flight :6
lateral directional derivatives :6
later on the :6
later in a :6
later in 1976 :6
late in 1977 :6
late 1970s and :6
last year the :6
last year and :6
laser ranging retroreflector :6
largest number of :6
largest manufacturing employer :6
largely because of :6
large structures in :6
large space systems :6
large space structure :6
large solar paddles :6
larc nasa release :6
language of the :6
landsat earth resources :6
landsat 1 and :6
landings and takeoffs :6
landing site in :6
landing sequence began :6
landing mission scheduled :6
landing in a :6
landing and takeoff :6
landing and return :6
landed in pacific :6
land pad at :6
land in the :6
land and sea :6
lagos harbor nigeria :6
lack of gravity :6
laboratory would be :6
laboratory said that :6
laboratory reported that :6
laboratory had been :6
la times wash :6
kuiper director of :6
ksc had been :6
ksc for the :6
kovalenok and alexander :6
know that the :6
km west of :6
km north of :6
km km vehicle :6
km 600 mi :6
km 60 mi :6
km 500 mi :6
km 3 mi :6
km 131 mi :6
km 127 mi :6
kitty hawk nc :6
kiruna sweden carried :6
kind of space :6
kilo perigee in :6
kick motor would :6
kg 213 lbs :6
kg 1 lb :6
key to the :6
kerwin and paul :6
kenneth w gatland :6
kennedy as cape :6
ken hechler dw :6
kansas city star :6
jupiter saturn and :6
june 6 nasa :6
june 30 nasa :6
june 1980 astronautics :6
june 14 astronautics :6
july and the :6
july 76 a2 :6
july 76 1 :6
july 30 1965 :6
july 27 nasa :6
july 1975 usussr :6
july 1972 and :6
july 1624 1969 :6
jsc for the :6
jr was appointed :6
jr said in :6
jr nasa deputy :6
jr nasa associate :6
jr head of :6
jr cm pilot :6
jr and the :6
jr and dr :6
jpl had been :6
journey to the :6
journal of geophysical :6
journal and register :6
joseph f cotton :6
joseph engle usaf :6
joint venture of :6
joint usussr rendezvous :6
joint space mission :6
joint session of :6
joint scientific experiments :6
joint rendezvous and :6
joint program with :6
joined nasa as :6
john v lindsay :6
john a johnson :6
jesse l greenstein :6
jeffrey hoffman and :6
japan successfully launched :6
japan launched its :6
japan air lines :6
january 25 nasa :6
jan 1 1968 :6
james van allen :6
james h doolittle :6
jake garn rutah :6
j coughlin in :6
iv launched nov :6
its role in :6
its participation in :6
its mission objectives :6
its manned space :6
its launch vehicle :6
its goal of :6
its first test :6
its first mission :6
its engineers had :6
its efforts to :6
its capability to :6
its 747 carrier :6
italian space commission :6
italian national research :6
it would then :6
it would sponsor :6
it would participate :6
it would hold :6
it would appear :6
it will also :6
it was still :6
it was prepared :6
it was only :6
it was negotiating :6
it was essential :6
it was currently :6
it to orbit :6
it should not :6
it seems clear :6
it provides a :6
it passed through :6
it passed over :6
it is worth :6
it is unlikely :6
it is my :6
it is imperative :6
it is going :6
it has to :6
it had turned :6
it had returned :6
it had provided :6
it had had :6
it had established :6
it had already :6
it difficult to :6
it consisted of :6
it appears that :6
issuance of requests :6
isotopic composition of :6
islands in the :6
is to develop :6
is the best :6
is that this :6
is that a :6
is still in :6
is still a :6
is now a :6
is not going :6
is no way :6
is needed to :6
is learned from :6
is in fact :6
is greater than :6
is clear that :6
is by no :6
is at the :6
is at least :6
is a tribute :6
is a national :6
is a key :6
irrelevant to the :6
ira c eaker :6
ionospheric observatory in :6
invitation of the :6
investigation of a :6
into the venusian :6
into the us :6
into the spacecraft :6
into the next :6
into synchronous transfer :6
into synchronous equatorial :6
into space to :6
into space as :6
into solar orbit :6
into proper orbit :6
into nearcircular orbit :6
into heliocentric orbit :6
into deep space :6
into account that :6
into a nearcircular :6
into a geosynchronous :6
interviews and physical :6
interview published by :6
interplanetary probes and :6
interplanetary probe launched :6
international scientific community :6
international satellite for :6
international magnetospheric study :6
international exchange of :6
international congress of :6
international affairs and :6
interim operating plan :6
interfere with the :6
interested in space :6
interagency committee on :6
intelsat reported that :6
intelsat iva f3 :6
intelsat i early :6
instruments in the :6
instruments aboard for :6
instrumented payload was :6
instrumentation to measure :6
instrument unit and :6
instrument performance was :6
instrument module sim :6
institute of marine :6
institute for nuclear :6
instead of being :6
installed on a :6
installed in a :6
inst of aeronautics :6
inserted into a :6
inner radiation belt :6
inner and outer :6
injected into the :6
initial orbital parameters :6
infrared radiation from :6
information was compiled :6
information to earth :6
information received from :6
information on space :6
information on its :6
information in the :6
information had been :6
information gathered by :6
inflight tests of :6
inertial navigation system :6
industry and university :6
industry and research :6
industrial research magazine :6
individual launch vehicles :6
indicated presence of :6
indias dept of :6
indian ocean and :6
increase in rd :6
increase in our :6
included orbiting of :6
included development of :6
inclination in degrees :6
inc to negotiate :6
inc had been :6
in washington and :6
in wash ington :6
in visible light :6
in visible and :6
in virtually every :6
in using the :6
in use on :6
in us news :6
in turn would :6
in total payloads :6
in this chronology :6
in their respective :6
in the x15 :6
in the water :6
in the wake :6
in the very :6
in the surface :6
in the skies :6
in the san :6
in the proper :6
in the original :6
in the ny :6
in the nose :6
in the night :6
in the netherlands :6
in the more :6
in the martian :6
in the management :6
in the large :6
in the immediate :6
in the historical :6
in the french :6
in the evening :6
in the entire :6
in the engine :6
in the department :6
in the crater :6
in the cost :6
in the construction :6
in the computer :6
in the capsule :6
in the best :6
in the aft :6
in the 1940s :6
in the 1930s :6
in the 10 :6
in tass interview :6
in tandem with :6
in synchronous equatorial :6
in supersonic transport :6
in space systems :6
in space so :6
in space programs :6
in space physics :6
in space or :6
in space might :6
in space he :6
in space dr :6
in space because :6
in space activity :6
in soviet manned :6
in some of :6
in size from :6
in simulated space :6
in shuttle development :6
in september to :6
in september 1977 :6
in sept 1976 :6
in san clemente :6
in rio de :6
in press interview :6
in postapollo program :6
in planning and :6
in place of :6
in physics from :6
in physics and :6
in performance of :6
in peaceful uses :6
in pasadena calif :6
in pacific near :6
in our solar :6
in orbit would :6
in orbit over :6
in orbit or :6
in operation in :6
in on the :6
in october and :6
in october 1973 :6
in new delhi :6
in my mind :6
in most cases :6
in moscow with :6
in moscow for :6
in moscow at :6
in military space :6
in may 1963 :6
in march 1979 :6
in march 1978 :6
in march 1974 :6
in march 1965 :6
in many of :6
in lunar soil :6
in lowearth orbit :6
in london for :6
in london and :6
in late summer :6
in june had :6
in june and :6
in june 1979 :6
in june 1971 :6
in june 1969 :6
in june 1962 :6
in july to :6
in january 1978 :6
in january 1975 :6
in jan 1977 :6
in jackass flats :6
in its second :6
in its orbit :6
in its development :6
in interview following :6
in intelsat iii :6
in hopes of :6
in his letter :6
in great britain :6
in geneva with :6
in general aviation :6
in four years :6
in flight test :6
in flight had :6
in federal support :6
in federal rd :6
in federal government :6
in extravehicular activity :6
in exchange for :6
in english nov :6
in english may :6
in english jan :6
in engineering and :6
in efforts to :6
in earths upper :6
in earths solar :6
in earths galaxy :6
in early 1973 :6
in early 1970s :6
in early 1965 :6
in drumshaped solar :6
in doubt from :6
in direction of :6
in developing a :6
in detail the :6
in degrees remarks :6
in december 1974 :6
in december 1973 :6
in december 1972 :6
in december 1969 :6
in december 1966 :6
in dayton ohio :6
in dallas tex :6
in comparison with :6
in comment edition :6
in civil aviation :6
in canada and :6
in august 1977 :6
in august 1975 :6
in attempting to :6
in atmosphere and :6
in at least :6
in astronomy and :6
in area of :6
in april 1964 :6
in any way :6
in anaheim calif :6
in an operational :6
in all of :6
in air and :6
in aerospace technology :6
in aerospace engineering :6
in addition there :6
in a white :6
in a vacuum :6
in a similar :6
in a row :6
in a research :6
in a remote :6
in a race :6
in a normal :6
in a moscow :6
in a more :6
in a matter :6
in a major :6
in a continuing :6
in a ceremony :6
in 1986 and :6
in 1981 to :6
in 1981 and :6
in 1980 and :6
in 1978 to :6
in 1978 as :6
in 1963 for :6
in 1958 he :6
in 10 years :6
improvement of the :6
improvement in the :6
improved techniques for :6
improve understanding of :6
imposed by the :6
important to note :6
important step toward :6
important aspect of :6
importance of space :6
implementation of the :6
impacted near landing :6
immigrant scientists and :6
iit research institute :6
iiibagena d total :6
iiibagena booster into :6
iiibagena booster from :6
iii united states :6
iii launched nov :6
ii launched feb :6
ii and charles :6
ignition of the :6
if we dont :6
if they are :6
if it does :6
if all goes :6
ib and v :6
i would say :6
i of the :6
i meteorological satellite :6
i grissom maj :6
i dont see :6
i and the :6
hydrogen in the :6
hydrogen cloud surrounding :6
huntsville ala for :6
hungary east germany :6
hughes aircraft cos :6
hrs 59 min :6
hrs 49 min :6
hrs 45 min :6
hrs 42 min :6
hrs 40 min :6
hrs 37 min :6
hrs 29 min :6
hrs 24 min :6
hr 9382 fy :6
how can we :6
house select committee :6
house appropriations subcommittee :6
house announced that :6
house adopted conference :6
hours of data :6
hornig director of :6
horizontal sounding technique :6
hoped that the :6
honest johnnike rocket :6
home town of :6
holloman afb n :6
hoffman w post :6
history of rocketry :6
history of mans :6
history of manned :6
history nasa sp4202 :6
history has been :6
historians and historical :6
his current position :6
hinners nasa associate :6
hines in the :6
himself and sen :6
him safely to :6
highly elliptical transfer :6
highly elliptical earth :6
highlights of the :6
highest award for :6
high rate of :6
high priority to :6
held its first :6
held a press :6
headed for a :6
head of soviet :6
head of a :6
he would retire :6
he would become :6
he would ask :6
he urged that :6
he thought the :6
he stressed that :6
he returned to :6
he reported that :6
he received a :6
he knew of :6
he intended to :6
he indicated that :6
he hoped the :6
he held until :6
he had retired :6
he had not :6
he had helped :6
he had headed :6
he had found :6
he cited the :6
he came to :6
he began his :6
hawker siddeley group :6
have succeeded—or at :6
have resulted in :6
have resulted from :6
have responsibility for :6
have never been :6
have been so :6
have been responsible :6
have a range :6
have a major :6
has now been :6
has grown from :6
has given us :6
has been one :6
has been demonstrated :6
has been achieved :6
has been accomplished :6
has been able :6
has become a :6
harvard univ and :6
harry h gorman :6
hall of science :6
half the size :6
half of all :6
half a million :6
had worked in :6
had won the :6
had voted to :6
had urged that :6
had turned over :6
had turned down :6
had to do :6
had to decide :6
had the capability :6
had supported the :6
had suggested the :6
had spent about :6
had specialized in :6
had signed the :6
had set off :6
had set a :6
had served for :6
had said they :6
had run into :6
had returned from :6
had resigned from :6
had requested that :6
had reduced the :6
had reached its :6
had reached agreement :6
had ranged from :6
had raised the :6
had provided more :6
had provided a :6
had proved to :6
had proposed the :6
had performed satisfactorily :6
had originated in :6
had observed the :6
had not achieved :6
had management responsibility :6
had made first :6
had lost its :6
had left nasa :6
had landed safely :6
had invented a :6
had increased the :6
had given the :6
had found the :6
had fired the :6
had exceeded its :6
had estimated the :6
had entered the :6
had dropped to :6
had developed an :6
had detected a :6
had delayed launch :6
had decided that :6
had consisted of :6
had completed tests :6
had changed the :6
had been visited :6
had been vice :6
had been unsuccessful :6
had been testing :6
had been sold :6
had been slowed :6
had been recommended :6
had been provided :6
had been previously :6
had been noted :6
had been limited :6
had been known :6
had been introduced :6
had been intended :6
had been initiated :6
had been granted :6
had been eliminated :6
had been dropped :6
had been deployed :6
had been collected :6
had been cited :6
had been chairman :6
had been analyzed :6
had been accepted :6
had awarded three :6
had awarded contracts :6
had announced it :6
had always been :6
had accepted the :6
had a capacity :6
h z o :6
h p3 o :6
h lh n :6
h dana flew :6
gsfc ssr 63073 :6
gsfc ssr 53171 :6
gsfc ssr 33169 :6
gsfc scientist dr :6
gsfc magnetospheric physics :6
gsfc announced that :6
gsfc and the :6
growing number of :6
group on the :6
group of astronauts :6
groundsupport equipment and :6
ground stations were :6
ground stations was :6
grissom maj usaf :6
grimwood and charles :6
greatly to the :6
great red spot :6
great deal is :6
great britain and :6
gravitational pull of :6
grand turk island :6
graduate school of :6
graduate research center :6
government agencies the :6
goldstone calif and :6
gold medal of :6
gold medal for :6
gold medal and :6
going to take :6
goals of the :6
goals and objectives :6
global weather coverage :6
global low orbiting :6
global horizontal sounding :6
global commercial communications :6
glenn jr usmc :6
give us a :6
get out of :6
get on with :6
german space operations :6
german air force :6
german aerospace research :6
gerard k oneill :6
geostationary orbit at :6
georgia institute of :6
george washington univ :6
george s mcgovern :6
george j vecchietti :6
george c wilson :6
geophysics research board :6
geneva disarmament conference :6
general winton m :6
general dynamics release :6
general dynamics had :6
general curtis e :6
general counsel since :6
general corp and :6
general assembly in :6
general advisory committee :6
gen william f :6
gen vladimir shatalov :6
gen ben i :6
gemini xii mission :6
gemini spacecraft launched :6
gemini rendezvous and :6
gemini program manager :6
garp atlantic tropical :6
gamma ray telescope :6
gallery of art :6
gagarin first man :6
