objective continuation of outer space investigations :522
space center announced award of a :5
space and rocket center in huntsville :5
soyuz ix cosmonauts andrian g nikolayev :5
soviet tv programs to stations in :5
soviet academy of sciences had approved :5
sources were used verified when in :5
sources by dr frank w anderson :5
sounding rocket was launched from barking :5
sounding rocket launched from wsmr reached :5
society for the history of technology :5
situation report translations from tass news :5
situation report issued by the operations :5
situation report governmental announcements and international :5
sir bernard lovell director of uks :5
sir bernard lovell director of britains :5
shifted its normal cruising attitude to :5
sheldon ii chief of science policy :5
series of seven spacecraft designed to :5
send a man to the moon :5
see usaf school of aerospace medicine :5
see space tracking and data acquisition :5
see nasa office of tracking and :5
see multiple independently targetable reentry vehicle :5
see marshall space flight center msfn :5
see international cooperation international cooperation space :5
see energy research and development administration :5
see command and service module command :5
see american assn for the advancement :5
see airborne warning and control system :5
see air force space systems div :5
secretary of transportation claude s brinegar :5
secretary of the air force and :5
secretary of defense william p clements :5
secretary of defense for public affairs :5
secretary of defense clark m clifford :5
secretary of commerce for science and :5
scientific instruments aboard for investigation of :5
science technology and policy annual volumes :5
science and astronautics subcommittee on science :5
satisfactorily but scientific objectives were not :5
satellites launched with single launch vehicle :5
satellite situation report translations from tass :5
satellite situation report governmental announcements and :5
satellite radio and tv communication system :5
satellite from vandenberg afb by thoragena :5
sands missile range carrying univ of :5
said in an interview with the :5
s sheldon ii chief of science :5
s foster jr director of defense :5
s for successful p for partially :5
runway at edwards air force base :5
rpt srl • nikeapache sounding rocket :5
roy p jackson nasa associate administrator :5
rocket was launched from wallops island :5
rocket was launched from barking sands :5
rocket performed satisfactorily but scientific objectives :5
rocket nasa designation launch site apogee :5
rocket launched from wallops island va :5
rocket launched from point barrow alaska :5
rocket launched by nasa from kiruna :5
rocket launched by nasa from ft :5
rocket from churchill research range carrying :5
return to earth with lunar samples :5
research range carried gsfc payload to :5
research applied to national needs rann :5
research a history of the ames :5
reports and announcements and briefings by :5
report translations from tass news agency :5
report issued by the operations control :5
report governmental announcements and international news :5
remarks nasa code site vehicle payload :5
remarks and and minutes degrees st :5
reliability of agena b improving control :5
registry the satellite situation report governmental :5
references which appear in abbreviated form :5
references listed here are the abbreviations :5
reference stated or implied in the :5
reference one compiling and verifying information :5
received nasas distinguished service medal for :5
ready historical reference one compiling and :5
reached 19 800m 65 000ft altitude :5
radio astronomy observatory at green bank :5
r scott and russell l schweickart :5
purpose of the mission was to :5
provided for payloads where vehicle malfunctions :5
propellants etc weight of surveyor lander :5
program director mg samuel c phillips :5
produce valuable information or that payloads :5
proceedings monographs data compilations handbooks sourcebooks :5
probe was successfully launched by ussr :5
probe united states blue scout jr :5
primary nasa mission objectives were to :5
pressure density and wind data in :5
pressure density and wind data between :5
presidents advisory committee on supersonic transport :5
president nixon in san clemente calif :5
prescribed times and recording sound arrivals :5
preceding page blank not filmed astronautics :5
plesetsk and total weight 40 kg :5
pioneer 10 launched 2 march 1972 :5
piloted by thomas c mcmurtry completed :5
piloted by maj peter c hoag :5
piloted by john b mckay nasa :5
period in minutes inclination in degrees :5
period 1 july through 30 sept :5
perigee in kilometers and st mi :5
perigee 898min period and 729° inclination :5
perigee 895min period and 649° inclination :5
perigee 211 km 131 mi period :5
performed satisfactorily but scientific objectives were :5
payloads where vehicle malfunctions did not :5
payload data date vehicle launch site :5
payload calibration satellite for spasur system :5
payload 3unit spacecraft with 2 crew :5
payload 22 x 42 18sided hatboxshaped :5
participated in source collection review and :5
part of the global atmospheric research :5
p jackson nasa associate administrator for :5
p hartman adventures in research a :5
ozone distribution in the upper atmosphere :5
owen k garriott and jack r :5
outer space investigations description unavailable may :5
outer space investigations description unavailable june :5
outer space investigations description unavailable feb :5
other reentry events occurred as planned :5
other government agencies as well as :5
oso ii launched feb 3 1965 :5
oso i launched march 7 1962 :5
oscar orbiting satellite carrying amateur radio :5
orbiter program was managed by larc :5
orbit while retaining sufficient stationkeeping propulsion :5
or that payloads with a longlife :5
or more human beings into space :5
or implied in the title of :5
open sources were used verified when :5
open sources by dr frank w :5
only those references which appear in :5
one or more human beings into :5
one compiling and verifying information previously :5
onboard equipment was said to be :5
on us flights are the latest :5
on the surface of the earth :5
on the space shuttle in the :5
on tf8a jet aircraft piloted by :5
on temperature pressure density and wind :5
on space science and applications of :5
on marine resources and engineering development :5
on its way to the moon :5
on its way out of the :5
on exploration and peaceful uses of :5
on cooperation in the field of :5
on behalf of international telecommunications satellite :5
on aeronautical and space sciences ordered :5
on aeronautical and space sciences favorably :5
on a delta vehicle into a :5
offices in nasa headquarters and with :5
offices and hud appropriations bill containing :5
office of manned space flight was :5
office of manned space flight and :5
of un committee on the peaceful :5
of un committee on peaceful uses :5
of this sum nasa would receive :5
of the senate aeronautical and space :5
of the saturn ib launch vehicle :5
of the presidents science advisory committee :5
of the office of science and :5
of the national center for atmospheric :5
of the national academy of engineering :5
of the massachusetts institute of technology :5
of the marshall space flight center :5
of the far side of the :5
of the european space research organization :5
of the ames research center 19401965 :5
of the american association for the :5
of stratospheric ozone in the tropics :5
of soviet academy of sciences and :5
of science technology and policy annual :5
of references listed here are the :5
of reference stated or implied in :5
of project mercury nasa sp4201 1966 :5
of payloads that have a orbited :5
of outer space in accordance with :5
of national oceanic and atmospheric administration :5
of medical research and operations at :5
of life sciences for medical operations :5
of launch operations walter j kapryan :5
of landing men on the moon :5
of flight crew operations donald k :5
of dr james c fletcher as :5
of defense national oceanic and atmospheric :5
of defense nasa and other agencies :5
of cosmos scientific satellite payload not :5
of commerce for science and technology :5
of cape canaveral to cape kennedy :5
of all major pieces of apollo :5
of agena b improving control of :5
of aeronautics and astronautics a preliminary :5
of advanced research and technology said :5
of advanced research and technology oart :5
of a permanently manned space station :5
of 6 solar panels total weight :5
oceanic and atmospheric administration meteorological satellite :5
obtain data on temperature pressure density :5
observatory at green bank w va :5
objective testing reliability of agena b :5
objective place satellite in earth orbit :5
objective of the mission was to :5
objective communications description unavailable total weight :5
number of rd scientists and engineers :5
not take into account that u :5
not avail not avail not avail :5
normal cruising attitude to position main :5
nikeapache sounding rockets from nasa wallops :5
nikeapache sounding rocket launched from ft :5
nikeapache sounding rocket from wallops island :5
nickelcadmium batteries 9100 nonp solar cells :5
new york times said that the :5
neil a armstrong and david r :5
necessarily arbitrary many of the results :5
national oceanic and atmospheric administrations noaa :5
national oceanic and atmospheric administration meteorological :5
national air and space museum in :5
nation in remarks and and minutes :5
nasc executive secretary william a anders :5
nasas office of advanced research and :5
nasas mariner 9 mars probe launched :5
nasas goddard institute for space studies :5
nasas erts 1 earth resources technology :5
nasas ats 6 applications technology satellite :5
nasa test pilot fitzhugh l fulton :5
nasa scientific and technical information facility :5
nasa rpt srl • usaf launched :5
nasa rpt srl • president nixon :5
nasa rpt srl • nikeapache sounding :5
nasa rpt srl • nasa issued :5
nasa proj off • president nixon :5
nasa proj off • nasa launched :5
nasa office of aeronautics and space :5
nasa mission objectives were to place :5
nasa mission objective was to place :5
nasa marshall space flight center said :5
nasa launched a niketomahawk sounding rocket :5
nasa launched a nikeapache sounding rocket :5
nasa issued apollo status summary apollo :5
nasa headquarters and with nasa centers :5
nasa goddard space flight center to :5
nasa goddard space flight center scientists :5
nasa from wsmr carried dudley observatory :5
nasa for the cost of the :5
nasa deputy administrator robert c seamans :5
nasa deputy administrator hugh l dryden :5
nasa code general mission launch vehicle :5
nasa associate administrator for space flight :5
nasa areas sounding rocket was launched :5
nasa announced selection of general electric :5
nasa announced it had scheduled the :5
nasa and the department of defense :5
nasa and other agencies and the :5
nasa aerobee 150 launched from wsmr :5
nasa administrator james e webb to :5
nasa administrator james e webb on :5
nasa administrator james e webb nasa :5
name nasa code general mission launch :5
name general mission launch vehicle performance :5
myers associate administrator for manned space :5
mstislav keldysh president of soviet academy :5
msc deputy director christopher c kraft :5
more human beings into space whether :5
monthly segments in comment edition form :5
minutes degrees st mi st mi :5
military photo reconnaissance satellite reentered jan :5
might be well to call attention :5
michoud assembly facility in new orleans :5
mi period in minutes inclination in :5
mi perigee in kilometers and st :5
mi perigee 211 km 131 mi :5
mi downrange in the atlantic ocean :5
mi and st mi minutes degrees :5
mexican national commission for outer space :5
memorandum of understanding between nasa and :5
meeting of the american association for :5
medical research and operations at msc :5
measure wind velocities and directions at :5
marshall space flight center said the :5
marshall space flight center had issued :5
marshall space flight center announced selection :5
mars probe launched may 30 1971 :5
marks dates of soviet launches which :5
mariner 9 mars probe launched may :5
mariner 9 launched may 30 1971 :5
manned spacecraft hours in flight had :5
manned space station in earth orbit :5
manager of the apollo spacecraft program :5
managed by arc under ossa direction :5
maj gen vladimir a shatalov chief :5
m2f2 lifting body vehicle piloted by :5
lunar orbiter program was managed by :5
lovell jr john l swigert jr :5
lovell director of uks jodrell bank :5
lovell director of britains jodrell bank :5
louis w hill space transportation award :5
longrange telephone and telegraph radiocommunications system :5
lockheed missiles and space co for :5
lists payloads that have a orbited :5
listings which reference to greenwich time :5
listing of payloads that have a :5
listed here are the abbreviations used :5
layering and density distribution of ions :5
launchings of all rocket vehicles larger :5
launches were conducted for gca corp :5
launched unidentified satellite with thoragena d :5
launched two unidentified satellites with atlasagena :5
launched two unidentified satellites from wtr :5
launched two sounding rockets from wsmr :5
launched into orbit by atlas booster :5
launched from wallops island va to :5
launched by the ussr from baykonur :5
launched by nasa july 23 1972 :5
launched by nasa from wtr by :5
launched by nasa from nasa wallops :5
launched by nasa for the us :5
launched by longtank thrustaugmented thoragena d :5
launched a niketomahawk sounding rocket from :5
launched a nikeapache sounding rocket from :5
launch was second in series of :5
launch vehicle from western test range :5
launch international date designation vehicle payload :5
launch from b52 aircraft at 13 :5
launch events occurred as planned and :5
launch date spacecraft country intl designation :5
launch date rocket nasa designation launch :5
large area crop inventory experiment lacie :5
l thompson director of nasa langley :5
l dryden deputy administrator of nasa :5
ksc director dr kurt h debus :5
km at transition from wintertime westerly :5
kilometers and st mi period in :5
kilometers and st mi perigee in :5
karegeannes origins of nasa names nasa :5
k garriott and jack r lousma :5
jr stuart a roosa and edgar :5
jr john l swigert jr and :5
jr james m grimwood and charles :5
jr dr joseph p kerwin and :5
jr director of defense research and :5
jr and john l swigert jr :5
joint usussr rendezvous and docking mission :5
john w young thomas k mattingly :5
john w young and michael collins :5
john s foster jr director of :5
javelin sounding rocket launched from nasa :5
james r schlesinger secretary of defense :5
james a mcdivitt maj usaf and :5
james a lovell jr john l :5
ix cosmonauts andrian g nikolayev and :5
its normal cruising attitude to position :5
its four solar panels and two :5
it might be well to call :5
it includes launchings of all rocket :5
it had signed a contract with :5
issued by the space operations control :5
issued by the operations control center :5
issued apollo status summary apollo 7 :5
is a listing of payloads that :5
investigation of outer space tass announced :5
into transfer orbit accurate enough for :5
intl designation payload data date vehicle :5
interview with the new york times :5
international date designation vehicle payload data :5
instruments performed satisfactorily and good data :5
instruments had been turned on and :5
instruments aboard for investigation of outer :5
institute of aeronautics and astronautics and :5
inspection survey and sampling of materials :5
initial defense communications satellite program idcsp :5
information previously scattered over several sources :5
information or that payloads with a :5
information on orbital status not available :5
information on all manned space flights :5
inflight tests of all major pieces :5
inflight eva to retrieve film from :5
individual launch vehicles such as saturn :5
includes launchings of all rocket vehicles :5
in the upper atmosphere monitor anomalous :5
in the title of this tabulation :5
in the office of manned space :5
in the executive office of the :5
in such a way as to :5
in source collection review and publication :5
in series of seven spacecraft designed :5
in research a history of the :5
in remarks and and minutes degrees :5
in nation in remarks and and :5
in nasa headquarters and with nasa :5
in length and dia enclosed in :5
in kilometers and st mi period :5
in kilometers and st mi perigee :5
in kilo perigee in kilo period :5
in design and development of orbiting :5
in conjunction with overpass of nimbus :5
in as consultant to nasa administrator :5
in accordance with the program announced :5
in a letter to the editor :5
implied in the title of this :5
ii command and service modules lunar :5
i grissom edward h white ii :5
i grissom and john w young :5
hugh l dryden deputy administrator of :5
hr 9382 fy 1972 hudspacescience appropriations :5
howard simons in the washington post :5
honorary doctor of science degree from :5
hl10 liftingbody vehicle piloted by nasa :5
history of the ames research center :5
history of project mercury nasa sp4201 :5
historical reference one compiling and verifying :5
here are the abbreviations used for :5
hearings on the fy 1974 nasa :5
he received nasas exceptional service medal :5
he had been a member of :5
have been used for vehicle performance :5
has been added for payloads when :5
hartman adventures in research a history :5
had received nasas exceptional service medal :5
h allen smith jet propulsion laboratory :5
grissom edward h white ii and :5
grimwood and charles c alexander this :5
grenades were ejected and detonated at :5
great deal was learned from shots :5
gen vladimir a shatalov chief of :5
gen bernard a schriever afsc commander :5
gemini spacecraft launched into orbit by :5
gather aerodynamic data for use in :5
functioned satisfactorily nasa rpt srl • :5
from wsmr with vam—20 booster carried :5
from wsmr carried gsfc payload to :5
from wintertime westerly to summertime easterly :5
from white sands n mex with :5
from wallops station carried univ of :5
from vandenberg afb into orbit with :5
from vandenberg afb by thoragena d :5
from the point of view of :5
from the eastern test range at :5
from tass news agency statements in :5
from statements in the soviet press :5
from plesetsk into an orbit with :5
from open sources by dr frank :5
from marshall space flight center to :5
from fox main dew line station :5
from esmc on a delta at :5
from erts 1 earth resources technology :5
from eastern test range on a :5
french centre national detudes spatiales cnes :5
four solar panels and two antennas :5
foster jr director of defense research :5
for vehicle performance and mission results—successful :5
for use in operational weather system :5
for use in design and development :5
for successful p for partially successful :5
for space tracking and data systems :5
for payloads where vehicle malfunctions did :5
for launch on the space shuttle :5
for launch from the space shuttle :5
for investigation of outer space tass :5
for industry affairs and technology utilization :5
for gca corp under contract to :5
for federal scientific and technical information :5
for construction of erectable space structures :5
for citing sources in the text :5
for advanced research and technology testified :5
for a climatology of stratospheric ozone :5
floyd l thompson director of nasa :5
flown by nasa test pilot john :5
flown by nasa pilot milton 0 :5
flown by maj robert rushworth usaf :5
flight techniques and technology description unavailable :5
flight of the x24b lifting body :5
flight dr george e mueller said :5
fletcher nasa administrator said in a :5
first us manned orbital space flight :5
federal aviation administration announced award of :5
fbis reported that the ussr had :5
fact that a great deal was :5
external tank and solidfuel rocket booster :5
extend the data base for a :5
experimental short takeoff and landing questol :5
experimental assembly of structures in extravehicular :5
european space research and technology center :5
erts 1 launched july 23 1972 :5
equipped with supercritical wing and piloted :5
entered orbit with 1469km 9128mi apogee :5
engineering development center at tullahoma tenn :5
employees at marshall space flight center :5
edwin p hartman adventures in research :5
edward h white ii lcol usaf :5
eastern test range on a delta :5
earlier summary volume aeronautics and astronautics :5
e karegeannes origins of nasa names :5
dtex chairman of house committee on :5
dr robert h goddard memorial trophy :5
dr robert c seamans jr as :5
dr robert c seamans jr and :5
dr owen k garriott and jack :5
dr kurt h debus director of :5
dr joseph p kerwin and paul :5
dr john s foster jr director :5
dr hugh l dryden deputy administrator :5
dod probe united states blue scout :5
do not take into account that :5
distribution in the upper atmosphere monitor :5
director of the white house office :5
director of the jet propulsion laboratory :5
director of physics and astronomy programs :5
director of mission and payload integration :5
director of life sciences for medical :5
director of launch operations walter j :5
director of flight crew operations at :5
diameter with 2 sunseeking solar panels :5
develop a permanently manned space station :5
designed to continue and extend work :5
designation payload data date vehicle launch :5
designation launch site apogee km remarks :5
design and development of orbiting vehicles :5
description unavailable total weight 7000 kg :5
deputy secretary of defense william p :5
deputy director of life sciences for :5
deputy director of defense research and :5
deputy director christopher c kraft jr :5
deputy chief of staff for systems :5
deputy associate administrator for space flight :5
deputy administrator robert c seamans jr :5
deployment and other reentry events occurred :5
department of housing and urban development :5
department of defense national oceanic and :5
department of defense nasa and other :5
deorbited and impacted near landing site :5
density distribution of ions and neutrals :5
defense national oceanic and atmospheric administration :5
defense nasa and other agencies and :5
date rocket nasa designation launch site :5
date name international designation vehicle fayload :5
date marks dates of soviet launches :5
data on us flights are the :5
data on temperature pressure density and :5
data for use in design and :5
data base for a climatology of :5
data apogee perigee km km cosmos :5
dale d myers associate administrator for :5
d myers associate administrator for manned :5
d abbreviations of references was prepared :5
csmlm docking and crew transfer lm :5
cruising attitude to position main retrorocket :5
created by us highaltitude nuclear explosion :5
country intl designation vehicle launch site :5
council of chief state school officers :5
cosmos scientific satellite payload not available :5
cosmonauts vladimir kovalenok and alexander ivanchenkov :5
cosmonauts georgy t beregovoy and konstantin :5
cosmonauts aleksey a leonov and valery :5
corp on behalf of the international :5
corp and north american rockwell corp :5
cooperation in the exploration and use :5
continuation of cosmos scientific satellite payload :5
contains basic information on all manned :5
containing 2 astronauts guidance and control :5
conrad jr dr joseph p kerwin :5
conducted for gca corp under contract :5
concept for construction of erectable space :5
comsats to be launched by nasa :5
compiled from open sources by dr :5
compilation than in listings which are :5
communications satellite corp on behalf of :5
commission on scientific and technical cooperation :5
command and service modules lunar module :5
command and service module command module :5
col john h glenn jr usmc :5
code general mission launch vehicle site :5
clinton p anderson dnm chairman of :5
climatology of stratospheric ozone in the :5
churchill research range carried gsfc payload :5
chronology of science technology and policy :5
chronology contains basic information on all :5
christopher c kraft jr director of :5
charles c alexander this new ocean :5
charles a berry nasa director for :5
chairman of the senate committee on :5
chairman of national aeronautics and space :5
category unknown unk has been added :5
categories have been used for vehicle :5
cargo bay of the space shuttle :5
call attention to the terms of :5
calculations through the transfer orbit so :5
c1 plesetsk total weight 40 kg :5
c alexander this new ocean a :5
by the ussr from baykonur cosmodrome :5
by the peoples republic of china :5
by the end of the year :5
by the date marks dates of :5
by the air force systems command :5
by secretary of defense robert s :5
by nasas office of space science :5
by nasa pilot joseph a walker :5
by nasa from wsmr carried dudley :5
by nasa from wallops station at :5
by nasa from kiruna sweden carried :5
by maj robert rushworth usaf to :5
by maj peter c hoag usaf :5
by gsfc under overall direction of :5
by dr robert c seamans jr :5
by dr homer e newell nasa :5
by dr george m low nasa :5
by dr charles a berry nasa :5
by astronaut alan b shepard jr :5
but scientific objectives were not met :5
british association for the advancement of :5
both the united states and the :5
booster from vandenberg afb into orbit :5
berry nasa director for life sciences :5
bernard lovell director of uks jodrell :5
bernard lovell director of britains jodrell :5
belt created by us highaltitude nuclear :5
behalf of international telecommunications satellite consortium :5
before the end of the year :5
been used for vehicle performance and :5
been provided for payloads where vehicle :5
been added for payloads when vehicle :5
be well to call attention to :5
basic information on all manned space :5
base for a climatology of stratospheric :5
backup calculations through the transfer orbit :5
b improving control of orbital period :5
available total weight not available objective :5
attention to the terms of reference :5
atmospheric layering and density distribution of :5
at usaf school of aerospace medicine :5
at prescribed times and recording sound :5
at nasa manned spacecraft center said :5
at marshall space flight center for :5
at cape kennedy and merritt island :5
at 45000ft altitude west of rosamond :5
astronomy observatory at green bank w :5
astronauts virgil i grissom edward h :5
astronauts thomas p stafford and eugene :5
astronauts john w young thomas k :5
astronauts john w young and michael :5
astronauts james a mcdivitt maj usaf :5
astronauts james a lovell jr john :5
astronauts gerald p carr dr edward :5
astronautics subcommittee on science research and :5
astronautics and aeronautics a chronology of :5
astronautics a preliminary bibliography nasa hhr29 :5
astronaut m scott carpenter cdr usn :5
astronaut leroy gordon cooper maj usaf :5
astp technical director glynn s lunney :5
associate administrator for space transportation operations :5
associate administrator for space tracking and :5
assistant to the president for science :5
assistant administrator for equal opportunity programs :5
arnold engineering development center at tullahoma :5
army corps of engineers dod release :5
are the abbreviations used for citing :5
are always welcomed by the nasa :5
arbitrary many of the results can :5
appendix d abbreviations of references was :5
apollo spacecraft a chronology nasa sp4009 :5
apollo program director mg samuel c :5
apollo lunar surface experiment package alsep :5
apollo 8 astronaut frank borman and :5
apogee perigee period nation remarks stmi :5
apogee in kilo perigee in kilo :5
and work in space for extended :5
and verifying information previously scattered over :5
and urban developmentspacescienceveterans appropriations bill that :5
and the national aeronautics and space :5
and the european space agency esa :5
and st mi period in minutes :5
and st mi perigee in kilometers :5
and soviet academy of sciences joint :5
and ready historical reference one compiling :5
and piloted by thomas c mcmurtry :5
and other reentry events occurred as :5
and other government agencies as well :5
and minutes degrees st mi st :5
and mars 3 launched may 28 :5
and individual spacecraft such as luna :5
and individual launch vehicles such as :5
and density distribution of ions and :5
and control data at mach 11 :5
and charles c alexander this new :5
and backup calculations through the transfer :5
and astronautics subcommittee on science research :5
and astronautics a preliminary bibliography nasa :5
and appendix c chronology of manned :5
and announcements and briefings by soviet :5
and and minutes degrees st mi :5
and aeronautics a chronology of science :5
and aeronautics 1967 launch date name :5
an earlier summary volume aeronautics and :5
an administrative history of nasa 19581963 :5
amplification by stimulated emission of radiation :5
american aviations space and information systems :5
amend the national aeronautics and space :5
altitude at a maximum speed of :5
all major pieces of apollo hardware :5
alexander this new ocean a history :5
aleksey s yeliseyev and nikolay n :5
aircraft div of united aircraft corp :5
aircraft at 45000ft altitude west of :5
air force systems command announced that :5
air force launched unidentified reconnaissance satellite :5
air and space museum in washington :5
agena b improving control of orbital :5
agena 2nd stage fired to boost :5
aeronautics and astronautics a preliminary bibliography :5
aeronautics a chronology of science technology :5
aeronautics 1967 launch date name international :5
aeronautical and space sciences favorably reported :5
aeron space act 1966 149 • :5
aerodynamic data for use in design :5
aecnasa space nuclear propulsion office snpo :5
administrator national aeronautics and space administration :5
administrator for space tracking and data :5
administrator for manned space flight told :5
administrator for manned space flight discussed :5
administrator for manned space flight and :5
administrator for industry affairs and technology :5
active magnetospheric particle tracer explorers ampte :5
acting associate administrator for advanced research :5
accurate and ready historical reference one :5
academy of sciences and the national :5
aboard for investigation of outer space :5
abbreviations used for citing sources in :5
a2 plesetsk total weight 5500 kg :5
a windmill of 6 solar panels :5
a subcommittee of the house committee :5
a soft landing on the moon :5
a shatalov chief of cosmonaut training :5
a roosa and edgar d mitchell :5
a mcdivitt maj usaf and edward :5
a lovell jr john l swigert :5
a listing of payloads that have :5
a leonov and valery n kubasov :5
a history of the ames research :5
a history of project mercury nasa :5
a great deal was learned from :5
a climatology of stratospheric ozone in :5
a chronology of science technology and :5
a berry nasa director for life :5
a armstrong and david r scott :5
9382 fy 1972 hudspacescience appropriations bill :5
9 mars probe launched may 30 :5
8 astronaut frank borman and family :5
45000ft altitude west of rosamond calif :5
40 kg spacecraft objective continuation of :5
4 astronauts gerald p carr dr :5
4 22 transmitting whip antennas containing :5
3unit spacecraft with 2 crew cabins :5
3 flown by nasa pilot milton :5
22 x 42 18sided hatboxshaped polygon :5
22 transmitting whip antennas containing 2 :5
2 astronauts guidance and control equipment :5
1967 launch date name international designation :5
1965 for sale by supt of :5
19 800m 65 000ft altitude and :5
150a sounding rocket launched from nasa :5
1 july through 30 sept 1976 :5
• x15 no 1 was flown :4
• x15 no 1 piloted by :4
• vice president lyndon b johnson :4
• ussrs lunokhod 1 lunar rover :4
• usaf launched unidentified satellite payload :4
• usaf launched blue scout jr :4
• two sounding rockets were launched :4
• the senate confirmed the nomination :4
• the new york times reported :4
• the national science foundation published :4
• the national oceanic and atmospheric :4
• the international telecommunications satellite organization :4
• the european space agency esa :4
• the european space agency announced :4
• subcommittee on science research and :4
• soviet news agency tass reported :4
• sir bernard lovell director of :4
• sen j w fulbright dark :4
• sen frank e moss dutah :4
• secretary of defense clark m :4
• rep emilio q daddario dconn :4
• rca announced it had received :4
• president nixon issued executive order :4
• president nixon in san clemente :4
• president nixon announced appointment of :4
• pan american world airways inc :4
• nikeapache sounding rocket launched from :4
• newspaper editorials commented on the :4
• national oceanic and atmospheric administration :4
• nasas hl—10 liftingbody vehicle flown :4
• nasa nikeapache sounding rocket with :4
• nasa lewis research center announced :4
• nasa launched two nikeapache sounding :4
• nasa launched two aerobee 170 :4
• nasa launched nikeapache sounding rocket :4
• nasa launched an areas sounding :4
• nasa launched an aerobee 170 :4
• nasa launched a niketomahawk sounding :4
• nasa launched a nikeapache sounding :4
• nasa langley research center announced :4
• nasa deputy associate administrator for :4
• nasa associate administrator for manned :4
• nasa announced the award of :4
• nasa announced selection of the :4
• nasa announced it had issued :4
• nasa ames research center announced :4
• nasa aerobee 150a sounding rocket :4
• maj william j knight usaf :4
• kennedy space center announced the :4
• johnson space center announced it :4
• javelin sounding rocket launched by :4
• in washington post thomas otoole :4
• house passed by vote of :4
• former astronaut john h glenn :4
• faa administrator n e halaby :4
• dr raymond l bisplinghoff nasa :4
• dr edward c welsh nasc :4
• comsatcorp requested fcc permission to :4
• comsatcorp on behalf of intelsat :4
• aviation week space technology editorial :4
• areas sounding rocket launched by :4
• apollo 17 astronauts eugene a :4
• apollo 16 astronauts john w :4
• apollo 12 astronauts charles conrad :4
• apollo 11 astronauts neil a :4
• apollo 11 astronaut neil a :4
zone and extending into polar cap :4
z o m 70 o z :4
york times editorial commented on the :4
york times editorial commented on apollo :4
years of space science nasa sp4211 :4
year the entire manuscript is reworked :4
yardley associate administrator for space transportation :4
x—24a liftingbody vehicle piloted by maj :4
xray gammaray neutron optical electromagneticpulse and :4
x15 no 2 was flown by :4
x 9 9sided revolving wheel containing :4
x 5 cylinder containing adapter system :4
x 10 2module bellshaped spacecraft containing :4
wsmr carrying msc experiment to study :4
wsmr carried gsfc instrumented payload to :4
wsmr carried dudley observatory payload to :4
would reimburse nasa for launch services :4
would be made available to world :4
would be launched into geostationary orbit :4
would be correlated with data from :4
worldwide spaceflight tracking and data network :4
working in space a history of :4
working group on the natural environment :4
within soviet union and transmission of :4
with the rest of the world :4
with the project offices in nasa :4
with robert l rosholt nasa historical :4
with lockheed missiles and space co :4
with local equator crossing time between :4
with appendix c to the 1965 :4
with additional information from some of :4
wing flown on tf8a jet aircraft :4
wind profile by detonating grenades at :4
william r nasa sounding rockets 19581968 :4
wide range of latitudes crossing auroral :4
whiteley and carrie e karegeannes origins :4
white sands missile range new mexico :4
while retaining sufficient stationkeeping propulsion to :4
which are unofficial do not take :4
when vehicle malfunctions did not give :4
when ratified by us ussr uk :4
when nasa was established in 1958 :4
when in doubt with the project :4
wheel plus gas jets for stabilization :4
were unmanned and 3 were manned :4
were to obtain stability and control :4
were the responsibility of jploperated deep :4
were reported to be functioning normally :4
were part of dods vela program :4
were ejected and detonated at programed :4
wells helen t susan h whiteley :4
well as the communications satellite corporation :4
welcomed by the nasa historical office :4
weight at launch including 1444lb retromotor :4
weight 70 tons excluding payload objective :4
weight 2100 pounds approximately including 2dstage :4
week and space technology reported that :4
washington smithsonian institution press 1971 1250 :4
washington evening star and daily news :4
was to obtain highresolution spectral data :4
was third in series of four :4
was successfully launched from ksc launch :4
was successfully launched from etr at :4
was successfully launched by nasa for :4
was satisfactory nasa rpt srl • :4
was prepared from open public sources :4
was met and the mission was :4
was managed by larc under ossa :4
was managed by gsfc under overall :4
was learned from shots that may :4
was launched from churchill research range :4
was held at marshall space flight :4
was flown by nasa test pilot :4
was dr frank w anderson jr :4
was destroyed by range safety officer :4
was capable of multipleaccess and simultaneous :4
was awarded by army corps of :4
was appointed to new position of :4
was announced by secretary of defense :4
walter sullivan said in new york :4
walter m schirra jr donn f :4
walter m schirra capt usn and :4
wallops station by fourstage scout booster :4
w young and eugene a cernan :4
w haise jr and john l :4
w grimwood on the shoulders of :4
w fred nasa office of defense :4
w david and charles d benson :4
w anderson jr and the technical :4
volume would be less reliable and :4
vol 3 1976 vol 4 1978 :4
vol 2 1973 vol 3 1976 :4
vol 1 nasa resources nasa sp4012 :4
vol 1 1969 vol 2 1973 :4
voice circuits plus two television channels :4
vertical or short takeoff and landing :4
verified when in doubt with the :4
vela program to monitor space for :4
vehicle performance remarks nasa code site :4
vehicle flown by nasa test pilot :4
vehicle conducted launch operations and supplied :4
vehicle and spacecraft systems performed according :4
vanguard a history nasa sp4202 1970 :4
vandenberg afb by titan iiibagena d :4
van nimmen jane and leonard c :4
ussr successfully launched two cosmos satellites :4
ussr launched eight cosmos satellites from :4
ussr from baykonur into orbit with :4
ussr announced routine launching of cosmos :4
usn and thomas p stafford maj :4
uses of outer space meeting in :4
usafs x24a liftingbody vehicle piloted by :4
usafs precision recovery including maneuvering entry :4
usaf x24a liftingbody vehicle piloted by :4
usaf spacecraft 1962 beta thor not :4
usaf spacecraft 1962 alpha thor not :4
